 TIME                                    Q_HP                                     P_HP                                     COP_HP                                   T_w_i_HP                                 T_w_o_HP                                 m_w_i_HP                                 T_amb                                    F_Q_in                                   F_Q_out                                  m_w_o_HP                                 CS                                       T_thermostat                            
  +3.5399999999999999E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0639335517239950E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6675000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2045428688345076E+01
  +3.5450000000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0620304105643193E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6685000000000002E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2034742858993063E+01
  +3.5500000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0601301776188826E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6695000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2024063083582931E+01
  +3.5549999999999997E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0582328461007876E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6705000000000002E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2013389354949254E+01
  +3.5600000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0563384092474180E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6715000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2002721665945394E+01
  +3.5649999999999999E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0544468603203384E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6725000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1992060009443570E+01
  +3.5700000000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0525581926051906E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6735000000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1981404378334886E+01
  +3.5750000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0506723994115902E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6745000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1970754765529414E+01
  +3.5799999999999997E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0487894740730255E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6755000000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1960111163956263E+01
  +3.5850000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0469094099467561E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6765000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1949473566563576E+01
  +3.5899999999999999E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0450322004137135E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6775000000000002E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1938841966318670E+01
  +3.5950000000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0431578388783990E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6785000000000004E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1928216356208011E+01
  +3.6000000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0412863187687890E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6795000000000002E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1917596729237317E+01
  +3.6049999999999997E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0394177085503806E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6807500000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1906983452614355E+01
  +3.6100000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0375521515715349E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6822500000000005E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1896377267222626E+01
  +3.6149999999999999E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0356897159865014E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6837500000000002E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1885778539558828E+01
  +3.6200000000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0338303949104542E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6852499999999999E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1875186595252828E+01
  +3.6250000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0319741814826756E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6867500000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1864600232062017E+01
  +3.6299999999999997E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0301210688664526E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6882500000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1854018922308406E+01
  +3.6350000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0282710502489756E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6897500000000004E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1843442674022981E+01
  +3.6399999999999999E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0264241188412392E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6912500000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1832871495178175E+01
  +3.6450000000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0245802678779391E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6927499999999998E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1822305393688346E+01
  +3.6500000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0227394906173728E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6942500000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1811744377410186E+01
  +3.6549999999999997E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0209017803413403E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6957500000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1801188454143173E+01
